"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","7","11","871","141","28.3","5.7","1012.021","46.794","191218.063","187702.297"
"7","7","12","867","140","28.6","7","996.278","44.752","190241.516","186749.797"
"7","7","13","819","160","28","6.7","916.897","43.274","176268.641","173106.141"
"7","7","14","789","141","27.5","6.3","764.693","40.688","148306.734","145719.766"
"7","7","15","711","132","26.9","6","564.219","36.794","109767.625","107791.844"
"7","7","16","562","125","26.3","5.7","340.051","32.195","64341.32","62814.992"
"7","7","17","291","113","25.8","5.3","142.781","27.91","25844.318","24469.387"
"7","7","18","36","46","25.2","5","39.257","25.038","8263.106","6887.28"
"7","7","19","0","2","24.1","4","1.866","22.878","396.764","0"
"7","7","20","0","0","23.1","3","0","23.1","0","0"
"7","7","21","0","0","22","2","0","22","0","0"
"7","7","22","0","0","21.3","1.3","0","21.3","0","0"
"7","7","23","0","0","20.5","0.7","0","20.5","0","0"
"7","8","0","0","0","19.8","0","0","19.8","0","0"
"7","8","1","0","0","19.4","0.3","0","19.4","0","0"
"7","8","2","0","0","19","0.7","0","19","0","0"
"7","8","3","0","0","18.6","1","0","18.6","0","0"
"7","8","4","0","10","19.9","1","9.009","17.91","1959.829","572.987"
"7","8","5","142","72","21.1","1","58.473","20.823","12206.873","10835.068"
"7","8","6","363","136","22.4","1","213.244","27.421","39872.801","38467.086"
"7","8","7","567","147","23.6","1.3","416.714","34.904","80166.234","78516.609"
"7","8","8","552","225","24.8","1.7","600.872","40.901","115855.398","113797.109"
"7","8","9","469","311","26","2","712.699","44.712","135871.797","133505.094"
"7","8","10","404","419","25.4","2","808.209","46.802","152670.672","150001.203"
"7","8","11","491","362","24.8","2","871.997","48.052","163679.922","160790.281"
"7","8","12","493","355","24.2","2","859.737","47.358","161960.719","159106.594"
"7","8","13","392","368","23.9","2.7","728.987","42.103","141046.703","138591.016"
"7","8","14","271","354","23.7","3.3","561.849","36.779","111452.727","109454.633"
"7","8","15","148","300","23.4","4","372.577","31.279","75603.789","73993.359"
"7","8","16","227","213","23.3","3.3","282.493","29.264","56305.234","54827.902"
"7","8","17","214","116","23.3","2.7","133.285","25.813","25126.871","23752.764"
"7","8","18","23","44","23.2","2","37.776","22.938","8029.809","6653.675"
"7","8","19","0","2","22.5","2","1.866","20.911","400.395","0"
"7","8","20","0","0","21.9","2","0","21.9","0","0"
"7","8","21","0","0","21.2","2","0","21.2","0","0"
"7","8","22","0","0","20.8","1.3","0","20.8","0","0"
"7","8","23","0","0","20.4","0.7","0","20.4","0","0"
"7","9","0","0","0","20","0","0","20","0","0"
"7","9","1","0","0","19.8","0.7","0","19.8","0","0"
"7","9","2","0","0","19.6","1.3","0","19.6","0","0"
"7","9","3","0","0","19.4","2","0","19.4","0","0"
"7","9","4","0","8","20.3","1.7","7.202","18.572","1561.931","174.204"
"7","9","5","95","72","21.1","1.3","59.805","20.895","12621.352","11249.841"
"7","9","6","320","142","22","1","206.636","26.811","39139.465","37736.051"
"7","9","7","508","179","23.7","1.7","415.26","34.182","80513.961","78861.227"
"7","9","8","675","171","25.5","2.3","635.205","41.12","122138.758","119989.781"
"7","9","9","770","165","27.2","3","820.456","46.26","155029.594","152314.406"
"7","9","10","781","184","27.7","3.3","936.526","49.086","174762.156","171633.5"
"7","9","11","755","214","28.1","3.7","988.354","50.014","183599.234","180267.469"
"7","9","12","703","243","28.6","4","956.725","49.408","178287.047","175078.719"
"7","9","13","738","198","28.5","4.3","887.266","47.375","166990.203","164031"
"7","9","14","746","156","28.5","4.7","747.139","43.821","142631.531","140147.828"
"7","9","15","674","145","28.4","5","555.682","39.294","106863.641","104925.359"
"7","9","16","509","140","27.5","3.7","331.42","34.718","62278.945","60766.066"
"7","9","17","257","115","26.5","2.3","139.332","29.54","25372.414","23998.033"
"7","9","18","21","44","25.6","1","37.738","25.489","7926.613","6550.341"
"7","9","19","0","2","24.6","1","1.866","22.761","396.98","0"
"7","9","20","0","0","23.6","1","0","23.6","0","0"
"7","9","21","0","0","22.6","1","0","22.6","0","0"
"7","9","22","0","0","21.9","0.7","0","21.9","0","0"
"7","9","23","0","0","21.3","0.4","0","21.3","0","0"
"7","10","0","0","0","20.6","0.2","0","20.6","0","0"
"7","10","1","0","0","20.2","0.7","0","20.2","0","0"
"7","10","2","0","0","19.9","1.3","0","19.9","0","0"
"7","10","3","0","0","19.6","1.8","0","19.6","0","0"
"7","10","4","0","10","20.9","1.9","9.01","19.304","1947.523","560.654"
"7","10","5","145","70","22.3","1.9","56.612","22.096","11787.632","10415.504"
"7","10","6","373","134","23.6","2","213.439","27.828","39699.695","38294.527"
"7","10","7","602","141","24.7","2","427.166","35.049","81972.242","80306.281"
"7","10","8","725","145","25.9","2","643.268","42.38","122804.07","120645.164"
"7","10","9","785","157","27","2","825.144","48.565","154032.156","151336.391"
"7","10","10","824","159","27.9","2.3","952.408","52.072","174910.234","171778.266"
"7","10","11","836","163","28.7","2.7","1010.921","53.361","184442.547","181090.828"
"7","10","12","832","162","29.6","3","995.536","53.262","181721.141","178433.469"
"7","10","13","816","154","29.5","4","909.855","49.349","169455.469","166443.438"
